Full_Story_Links,Number_comments
https://mbasic.facebook.com/story.php?story_fbid=pfbid02rXkofmcBUdkdxzbXufjD64aEGgUiHpUd8HivE3X8ptNbd4WTcSiWCoxaeAoXMvV1l&id=242943496127118&eav=AfZafJUAMzdl7C2--igLSl5FsAlG9wdeh0FS33MLZ9M8b8c3_JBunmyUHmtQnQx5pkk&__xts__%5B0%5D=12.AbrRuq8Z01dljpW7s_vfd_RhESc3jp2Nai7KzaOLzcxfOFa5fHtW-0Su1RcyxcMaYqBibuJzx4E-ltI3MIxBWewSLOzLhQUTwNcHWRqsv7KRWiXQTBT0ENQdWbY8VhvsYeh7xzmM-cOuDIgfLEJIHnBV2QFoOXlZfVMWp6owBTnOVfHbDj9Bbncg6FvQaG1g_pnp1MZhUv-NeTQSVHD4ua3JTqLrumY9CwMPX-IhWtbH4DODQ93uTOHCld36w6fM4wRD9mlQyjrREdi3z1YYhUuHw53HGEC6gqIfg80-J4ccbQJqD2W9Xw3l8aohx6hpRuE-51iTDv9jeoqgze1qllY7Wk0saB-BQwZGWWJNAKdISP4TlIxDYvJgTetvZIa7_w3MZ9XBBeQlmjaDNc2u3kN8paocSPoNyJahDIJMVIZUjaeSL0FGd7TxduMx8FqrrZlWdJRz91o6rf16KxWiGxUEcZWPt0y2wfe_dpYgkesbwODNA8PCP6VwcKkJ1l9O80_zh_UzNV3PA8Lgki0pGbqG7eV5WOvMDEw02AHGFvFRQhtwjxl4WJJ-Urj9UCLzsGvLZLC4tCSN38TUF7CiqVb-2yHUlPgXzRQq4ja1WVXQE7mctn7jnCLfQmCzWUsa9gQ&__tn__=%2AW&paipv=0#footer_action_list,1
https://mbasic.facebook.com/story.php?story_fbid=pfbid05HYgHrLjH4KXW8XuHGzKnAZp5Qo4DZ47iS8xKTeX63oaQmz4d7W1bfndrTBRm8prl&id=100044470688198&eav=AfYC66pKkKmFblWjYBxkeFmCCfgDiPS0KAZqkh6OWHhUWni9KTUYJyQzVLJdPmPAx40&__xts__%5B0%5D=12.AbrbZPzVzNCaoNnl8zMFwjh6OC9BXuKAv7eTr-_6DafOhY6ybDk7W2YeIRXWDCHxk498PKXvlbxy8CKxQNHS_xJ7OxeQmQdAdcFuVGp90IjpizBuvy6jyxI9xwudKN2HnR0oApe004EmMbq8PLUtPNQJugQqOUSAqLa6bLrpI-Ck6AAUX15VK5fsuhUkblgl0OfePzQM81IvPRmaQ_FFLuOmdDzUE_Y7BXWBk8a7yAWE8hYrPWEuC9MZq15Vcc8gXRzM_1g82ZCpP9w6urUVG-VRA4gYuSKM4p4G6w_fQZH7K4No5EqBu-aNZKeM7dAh2u9N_FX3S-rwVSpMQBQGYIQdtqNN0H2z0jxpyGQO156mXCenlwU43yYskdXwXTu1N9H_rapWUIpGX7kFsQwOwd0YCCprbhoxRq_AqFAuWtc72AstHy8y-_BNzLT3weE2IbT7HxJ1Vdy4GeDxfw7V8AGzdibZ1fIp0SJhjo_PF21Jc75ikhnHAQLV8qjsv2nKB5G8YXfB2eUlSBF3F_4VG8W-nfef-uUbCO_ENZpN1G3HRh8ISX1yIkg4-VfF7IXhLVmkLukgQKxvTmJiLY4tShHXszsmACZbF-YHmYSsFmKqoIcP6SmKyTfxC-IUxkAG7lw&__tn__=%2AW&paipv=0#footer_action_list,1
https://mbasic.facebook.com/story.php?story_fbid=pfbid02RWgSugocPZ5SK7buz8xNN5x3GA13fQJh6czi2PNjHg8Hi23haxhbRPfDVRpXLYKil&id=100002436709853&eav=AfaelOO0T3GEBUYRHHj1t2FjCHDrVlN7qSyvKueVb_k30HoCqfESr0ipmwYconJ_clI&__xts__%5B0%5D=12.AbqPwVp66BWfzl2oqEQW3SsB1D5Q1z4HQpTh1Hvw-OBaJj7ihfdEnej7rMfH3-wIthPdy-CC80gWEUhnjVmx94NxFfhkkiz7XA98vEivJa9YKsAQKz4cVuyU8eIBVexCtfxbpyDDhnvCx01wvVz5_frpxrCmK9DZGqraRblS7tEHr6VrJTMHf5JSSOcL0B4UqUBrE6oQckU6JRIkzCgXdDkA4U3j9Tir2uBq4WkNaYcElyeS2JioDyCuhmSXIxotJuGmLgsnf3eVFXP2Z98PHrZqCM_o0wpOfegAiIrX5JXIeaFG-2z4D429eOYVR-KM1dbZBiwApqoiyPEja4zFZsafEzdA9gweY2cMyODn2tIeKnmruj027SVeWHyf9ZQFmwXW5A9y0g3Dqiv5Vkp_XLx1EK_x3HG1aiVTH8EarTsJDR85e9cmP0h-jCbavujw0UreioHPC8IhHdrVhLBDE7-1h4OMbprS_0rWan8h0YH6R8CMiFEgyERKnbxlwMvV5Od3A6uvm8XVnF5PFmWk9_pHHurkxKUEbT8CzRQk-KplV4_Efx83Y9u29FZuXqedG75-dyv3dLILdpuLFT1edl4omYetIiF79Ohzn5cHm009rsYE2vmMbDjTHhDbnafF1NA&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid02uHbfGr3xcoeBjD9MT8gQeiHntkV1j6N6X2KDyCqgJUrTymc3iefWwhXM82nRsGzl&id=539581209475168&eav=AfbRHNmkH4wPY1dmbgcTs8tSDqa6PsYin14qKE_4KaH3M_PRLQINXtpZMppqfsVDFAk&__xts__%5B0%5D=12.AbocUjCXL_CIZMXvzZrET0TvAUdoCc1pWUC6VRBtN-erG1-PMrm2T7kjY440NmqMkfN3KwhH8PJgMlfWGIowxV9EUA223ooOqu98f35dF5BN5oCilSLzbrRwh-rPilvIfJMeBt3NIG-o9ZwgqxxtE798XvH6sLNhmv7QNF1-wf5nFjQ0rQHnucpUwp0nEaP8nrX-LEiXI0POZ9OLFYq1vBc0Ks3YlYfwfDqFpjboAiDxjwmKo2HSUAHo_byxHfVCFioM1m8WkJqqkdErgZqndZMOuHdw_xR0jLF__soFpKh6VGCTgQIkDbL0StJuxOkDPwKyejTolfhaqyK5n87e1S-IsHekvY87VZUYp-cPnNsgcY9J9VPI9_qEVzAJPfnWzjWMddaAj5YGR5Uzh1xPGILqupzMRexemo8EiJFltLE_XJTocfM8tX1V-aT9r6H6vedUvA3e-eeb75tQuxViYJZXQ35yjvGY9vJZJ6V6ziaN0CaZTA8iTikjWugkC8A3mbbSBy2mz5QbwIM0tpQ68g4y9_5RrRKbTkR8bwoYC9ypZP4amEvGfctxw61_vmcf5j7PoOaANA1G7pIA80lmjwk3dp0zikyc-d_FIa77ZPK6Knon-pdIYDe8RBfMYWRRnrk&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid0K1aZZ6bzAJsGnP4gB55j9u4y7RniY5M5cwJVbLjp1Fk6wbGWeNiaG134hreb7Drpl&id=796906970391074&eav=Afa_ojCZmmj6kDhOF1TIsp5aFv9jlyg2GyHa3MS0onfZTm1IDBbsM9ghuRatDwXQ4Bw&__xts__%5B0%5D=12.AbplVj2Zq5XA1l8rESgcEyURDyTis7YcQIjiNAEIZu6K_h8Ot-Z3u7eaKp71BjPn_exnitwmSint_XcU5_LdblfDDv-1Kya83UN8qiFVNmIAkq8zrKaPdOWk-8tsDoMNN8WZBXSZ52R-WPfeVq4eOy-toYmJe5VT_yvwRSYutkbWdInCUQVwT9gKZqdODFNBgNTlpNoCsfPtPgaiC8uIkac-8ILeLYGjSZ77m_mY_sdOQxhNP_wu_HPmBa01kT1cXCz2s4P31hdRINRWsJu52wYxWoQ9vnxorcrEM14ahG1r5NDozzqAoUstnCD-oERDI9TjPT1Ku_jHGldzfjCiVKm-28MBPyJk1lD5QMxw6WGkbP5x_9CYgDsTNEY8EWj6uqxxHoVzPe6EidJdpoTeJ--F1Fh8NOXZSTlD882WUYAMj2F31FG_t2FS6c0pBdLRLs1hoO3riAjN4pnw8KOQbVzPaLktWrj2KN2HTp_BhluolfSLAzkFz_wXXBo1NLhMGpWjYnSM5DIcnkJrTY9iE5hKf5TyxwLwXi9417N0J0ilZx2LrbJAi77Z2DuqZn9kgQMbIgFtcRqMA3G6vgVI06zH0Zklw1rLW-lzGRdBowAvw3b38x0dT_6ga6mZmAitbF8&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid036RqPHC2W6T2WVqpve1tMumaFeUBqeWewuy6pKJ4utjfszWXsPiPLm4M8rKkusRyul&id=155152344517533&eav=Afbay1D_viBKd8FG3iq-C2o5LtjdH5-DL39TxDquIa2VwI0YDhQu-pDA0GlWSgPNtmw&__xts__%5B0%5D=12.Aboywc17_zfctxJMuXv6QOIFHpxIT2AJ41trbtTcx68bN70UqqTPMGDGAFlyNcR8yANKMnPumk0dqs6b-O-BYd3UtBTUEIA8VHur7R9zNIEcH69LRW_32Xd_5P-ifhpUoELAoEQcSaJ6cspom6cyMGLIIRMm3jYjWix7D1UxUkfR1aRjUOWYEztT6gjahRzgwcaSvVkfnqFE_fnY0rBtQ7Bw4Eq_6Z7RR-OdpyKuZt8-ZJNvuxhwClsKWXX94WlsBpIoS1JK7ohmah6RMYVTalVciKycURE1ua6qOiS0qTyqU1-uB_PFRF6uAXv1E_1_XjpUY_dJXzy_DxPbffQGIwp2IIVHNPrRVmQtQfW0HIzYXMMuLimgYmjaP6YoIGrw4LDHckBozqIpVo_gGStz9yXKPBwxr-apXVkHQno7ybSXeQUaS9e0AVtAqM-unGi_aEZxMyIql7lE_M6d5Rtu0mWV38KCoBJpGXJpcCC_70DFwkDMml3824LHLnuHy90e3-xjaaTXsQxACRR5gKGFx8Wkp-myOt499IFd_tOzVfE3UJH7cVofCsaeuBx9emJPP5dWnFikuQh8-3v4nmDzGwyB1YhUV8TEi-kowuLfSLrWqnMp0IkCtZIyuAe1GGoc9y8-Yo_9fpb5cRQBa2G5ww4R1pgqto_CCksIbfMCsoe5fpO5PQr4DoTnPAoXuFP1jq4&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid023jfZLbewxa8TBJsZ4u3W2jhdVrAuj316w1enWLRdhkDZbneLtr1ZXjbGDrA5ev5Hl&id=100012664772305&eav=AfbC6TJFQBEKJIt2a5ldXxmE0emtbRMqAtTceA0siYTppAN8PaUVpvohHhxgH9wsnkM&__xts__%5B0%5D=12.AbojP3HMV8qM47ueqNi1XuA_t7KLlyk94SZbMADQLdRKVPOSEY7ttXY87sCUtfVzhyLIxcaMaRNr9Tr5XidHKotByedCcKTq3Kvb1ovoiLuvk_YnuuFRIP-Gv2AAGz2kFXkgn0ph_uyguOGw89MK9D34ArJTnzGaQRX59EDFRTjyCIFUpUdJ6yrvSTbWc81-ZYe9voNEtGgJDVI4EzVvSCdxJKB_bak-kIHWRk0qzUV_vXrurVrmRM9OENb6IZJEshYwg9a3VfuicECcAst9uvTMuCGYJWwVs_5zDPeThKvGIWEjCPLLrX-nWfgsBmYYw9c5i93Wer_mwUEmdPjNxSPdxGf8x-qGPaiM8Lldog75kI6EbfzMKC8dlHftECrKVhRpMjxBT0R2g4dysGFZD1jYBBktiM-S2A8jUd-MvnQEyKK_1uCPm6pxI_3Mm-nor_RTt-WWq1z5-JiNjLftRMJlg6ljldxJtqaVStL6Ojnikw99jtw5MGdTVvHyTZ3BOjfP3oeoZTLmt0MW-7UQfXqLXqg_qnmkMBgp5LjA6VCwnoANDgaIHr7n-bz_TN_Ve2-Lzk1MIMlAoIj7TutUfXa6zfq0eTIZA9pdU7-fCPMXNGfjlJ31sEtuQ6hQ7d9Ed3A&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid0Kt9KEAgjqZ5w6TBh5ni5MS7N6pRbwifZ5f7bPZ2XnYJ8KJbfGzMtL7hybDyRT8CBl&id=155152344517533&eav=AfZ5L4tLx0HrGI_6DGcb5lLO0y5xzjbiNh0rZn_XoOEtYIpQg9u5tZp_y9G-nzd9BKw&__xts__%5B0%5D=12.Aboq2yhyTkRpXEsqH68xIgtFTBlbbSfyuEns2F7CVebuDZOOWTTaU_hoBI9LBHwNZseDzU2XS9FpWhvlkOhA74TodpU6P0vc06YR68T8vi7_FBbFt4QWvFWiBsRpe3aVYR7Jdzc-WkZTxwiXi-9AAy4BzQTMLKf-o8O2oplFsK-8gIRa0OrJM8nMGNCAFpwr0xAdb9obug_AZF8jzm_JlQANULCPoRtEIJuhYs-FOe-0qHzAvNnb04nnRcdPWaYfADgyjPbI_nsCoJIK61tb4ss22sOxBm_XLj4vGpptiTbs8TAkciCV2zc9PfsLdCQOtk2CkkS6NO0ZWAVsdPekqTP3i115GxACC5hZBVW_i4OSbb3Fpnd2x7q_elNtMTqQMsiIBrV2AWEfX5CkmoLUUeTT01O9tHDvE8dYJV4vi3Q49T7Kpg4nXQf5V6CPW6X7jfEhBX_CWMt-Tn8qdCmS1MKp-piNlYt6QnRn3a_xuq_U-kn-ik0oZL6CsT8KQ-gw7ee8IDQ0WblMSo2rlwfg4O28PJ1BVxPdXo_h3tGOkD9bNdF44Ko4MGzNlCWQm2DZmFXVbSDfZNqdwdXZNvdvFYcEcTWxa5XYrahOOFXHFMV-vD6SZnFCK3ATMtBYxsBY9PJGIypURUpJ79w3kHQg_QZTUkO5Ui77MqxrVnLtmBnMzILUo5M3Wk53ujeCWP8nx9A&__tn__=%2AW&paipv=0#footer_action_list,1
https://mbasic.facebook.com/story.php?story_fbid=pfbid0oK1QYRujQ2V1bRzZyJZGiU64NUKoEeizXnTKSqecLhaiiQGcVQTD5M1oWrYLyr5Sl&id=100002436709853&eav=AfZ25xWZNk_kunOltp7guaOkkZCfLuCGP1GH7fMvOMKXswZ_ZKTw3mx2h-_v5ktLKco&__xts__%5B0%5D=12.Abq17s64FyJth1l6GCG4BSTafgCOsk-YwyusJJmomYqQFHVBOw1bqwFXCcqbhrVw74mILmg6erZWjOw09zuJyAaBqyHeg3M_HMdrtqKQbMAXMDveAeCiRb_oX5x72xgmMdfMeq5l6fXfOcfBLpM4AyLMParqWQwGzgxRgKd6pXuV5hQjJMOnPqawb9e_biGLirkgpAz5wFULP-VD-7cI94BgojoilAFKBPCPmaR5tYW0xqaMd7SxtgUpFaevhhK8H_h7f3gOIjedd7105swN49YgN9rZM70sYMCGFh6O8vrK3YWdMM0MpOTj3izhORukk0CXEb1EQhgTzjiuocp80HJoXte5pmE9ZIe_MR5m5XPT5mQKK-Uk5ImL1VrOJVcRM9s_TZM8tPXF_QzIorEDWIBlOVXSSPn_GCj9v47AXM0aPMJ--FmDKTIsUtVR5IKX6rCmkVgglG6bnvwSHYD74qYY22OUmc11yIY-7a553Xk6e5T5Hk3j8tlCkhjwgkDyLmkLwmzgGeCk03XIf6TCdsvMpOQ4EKbTnd-Coh724aaG-2-q3qRbsv2_KkfKwDp2gijHJjAxr2grictM9tO0Zbu0_MI68ohOTl75sFv7TVTYxOLVP1UhydD-9AGn4oHUOeUiwOk2h7NLg__unDQ29WkP0CC-eX4xne7uKhBrt58ELAg_fIeufjrcAUsHLN_e2UA&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid02km8rko6ixKxqtcXH8LxPypgapy7kQmqGfMPnbmZELsTeBtGSkmisnU499jDZFX1kl&id=1104428072959776&eav=Afa7BBkFgz7EUnUXs9tw69VsJ-34KpQFQfuk5EwXjyHLbCEWVYPmAShCbWmdEgyOnJA&__xts__%5B0%5D=12.AboJ7BKTHcD7FDwsV3lnU_u0V7ruKr-8IgKaD4naYg1_G21PyeBhA2s0MYK8oi2SELm8MCpqaxWn_sLlHp9XGHqqDN3OfxMF3ZnSTe0iC19KbcEPHZKgWbiAkHdN6OVmmSYXZb9gA0PrqiSpu6jDznUVtHFeczLtZd-cTelVJVNW0vn_o8YdFss_NPlZi3ObF2kX6pfEYsAKeNOmiLFsPdRAYus6nKRD68gmQZxqKyEoxwzjJxvE4yZuA6L8XNbYuOfPe3jMR7m8Y6h-LraYgzDje_hAWJZ_bFTHk4OSZZKgLN11qFN-KMWBk89pr6zhcxiE9TBjrDEIkc7ou_9Wbeu9KtTnaJqRI0Gcfh-HEgV6B9rwiXq-mzxDD-586GujnrBURuvFBED-PU3F0IdnnR5Xbv91aA4dVBmDf5yieY5LuZ9msixNe6I7mFCSEQLXWynirWFomgWz869UAT9Xl2qaxsB_D7jWCE0sjD82PUH4AbU1eEXgUww2sxU-7rRgSsNDCy81XefrRtJ6aNDny7an3UrSaJp0Nvbv5HVD-eXvci1xOb4mKY36NrCEsGyOm1o2wnjbCMPXMCGcd0dB6mSNwWtiuYdQxuftVA3yUa6x4rMXZo7xpNDrWIYc-2bLt33yS4piYAnMT_jVeVdk3PZUedF8wHb-WRnpURZUzpqgJ0QMRfTSUSErNinkfK__8AI&__tn__=%2AW&paipv=0#footer_action_list,1
https://mbasic.facebook.com/story.php?story_fbid=10151784428311251&id=71109361250&eav=Afaae8GVrj04YYjyADmvWpzbn0UL6UADTHcUaJGllKj3HD96uqnkxOHPf-gfsnLwO-g&__xts__%5B0%5D=12.AboxI-k6IWR0fki8l9gMX7pPS-egZOPVdhxE3X5-CwztkMuViPJ4-IVLHcTUrZezuNl-ko7URGkRzRvXMjD7j_mAt8vE6tsUCxGe_BxX6ayXp2zNwQk9ryuNc2yn_HSaY2bK8OzIxBAr1l76hw3Xn9gN0ES6or0RbSqXikWgoIucf-kc_M6lhFoWEhVVVZvjL-zSt_mny294E0E-QCGf--3XhpAEhccmE5lZ2JGk51qOiClGKLbGGAYQW2jO8SxkPOwm9Qs33Su1nDts8yyuUyAIf5w21qjBvPze7ntmKcT21GA8204iLYuyoA8_LHb6f6OLc93Kr6ECh1988lA2I4FvQhZugXVsdgRSWvzp91lEBhAdVmXRJ1P9-wcWWdfAvXpnSpoFdP_w9LHrobcKsGOCLRzKIr6S85L39HGaTyXUB13fpz_XYaCfXZ2XEX67GOtkM-jxjVUkQtiAaeQD0OtRXgfmE1pxaS5tDi75aPWmXO7usZ73cI_Hc59Z_Kf_k_MhaAoj8JKs-PyUcc1N4bajJykPOF8AkF2awcyJkSnmahYAILkizQkrXedXexrm5d9QO0SpMIxxmiFXwdFFhGIIwNadHzqgjnBcbrF7VHy_yKA1Uhu7cUcY1y4y4ojJWVk&__tn__=%2AW&paipv=0#footer_action_list,0
https://mbasic.facebook.com/story.php?story_fbid=pfbid02vLFW7in41nzrY4kK5MjVdqEugueAxsUHPHRUgaHJ3tntAyBt6Ag68FbTDqFHjdGSl&id=100004997973836&eav=AfY5ZAS4ghApaNbIcNg0pFXp4Kjt1_tHosMQrv_k9SE2iUW3JOdxPaXU3YRr-ET50kI&__xts__%5B0%5D=12.AbqHU5C2sxLLn960yG9B9b_ZfLWNldwUMgnGsSEmp4Yd9B3Shq6xHPUXY6pBdDdBprkywxL4SizWVSEDMVNcfBJJFDk9YWWdWAK8DATk30UKNZAEATNlqJDzFDDqGmRg2-w9XAQDLYvCj_95Rm8JOxLMk5xj4zWvPiPotKlW5fHqZz2AWZB5zV26GTUP0MOauCkyV-5hYO8DCFjEimBm64h0Gem7a-GOyg66G24H7FQaomkpf097zUlUbgty7Sixj0zIj2uRcUDM8jPa8kV5gxZETsuAeo1EAgA6xbIayBi7fXTeEH801x_QRkqAjWCfYpFR1NKML7PdUkGd-Te658r7l8UAHuLhIFWBZrp899TVW9f8kEJ6D-Ond4k8m1GfGsxTWjmPc6FdiA3hFLe4QNRGkIK8Lz39iFWSwF2LkUwtPqF50qWEuFGXSGRvS3LvaZclCY90hkIIVwm1NdCQGvlursTSi2WMVhGOV3lkMPp9glpAegoB3S7BULJIGiKZmk1n965RPeJtm5Yd-7SjqVu_hJ5ZNkNZg1pEnZHFQ07kLq40kaFiaa81mxazxt3rIeg73HW4rgG3KqbdBc1tnlWGvcw0bgtE4Bgprvbazpan46ZcqvJwUDn1YRek1Kab5WA&__tn__=%2AW&paipv=0#footer_action_list,2
